timestamps,x_values,y_values,eye_tracker,ivt,idt
6.42,909,378,saccade,saccade,fixation
6.43,899,353,saccade,fixation,fixation
6.43,898,362,saccade,fixation,fixation
6.44,898,373,outlier,fixation,fixation
6.45,900,387,saccade,fixation,fixation
6.46,897,386,fixation,fixation,fixation
6.47,901,386,fixation,fixation,fixation
6.48,898,386,fixation,fixation,fixation
6.48,904,382,fixation,fixation,fixation
6.49,894,380,fixation,fixation,fixation
6.50,901,368,fixation,fixation,fixation
6.51,902,362,fixation,fixation,fixation
6.52,909,370,fixation,fixation,fixation
6.53,906,377,fixation,fixation,fixation
6.53,911,385,fixation,fixation,fixation
6.54,899,385,fixation,fixation,fixation
6.55,902,397,fixation,fixation,fixation
6.56,902,395,fixation,fixation,fixation
6.57,905,398,fixation,fixation,fixation
6.58,903,375,fixation,fixation,fixation
6.58,906,388,fixation,fixation,fixation
6.59,904,386,fixation,fixation,fixation
6.60,900,387,fixation,fixation,fixation
6.61,912,383,fixation,fixation,fixation
6.62,904,371,fixation,fixation,fixation
6.63,897,379,fixation,fixation,fixation
6.63,895,372,fixation,fixation,fixation
6.64,894,372,fixation,fixation,fixation
6.65,895,374,fixation,fixation,fixation
6.66,897,380,fixation,fixation,fixation
6.67,907,378,fixation,fixation,fixation
6.68,902,392,fixation,fixation,fixation
6.68,902,389,fixation,fixation,fixation
6.69,902,391,fixation,fixation,fixation
6.70,906,391,fixation,fixation,fixation
6.71,906,387,fixation,fixation,fixation
6.72,905,386,fixation,fixation,fixation
6.73,908,376,fixation,fixation,fixation
6.73,908,374,fixation,fixation,fixation
6.74,898,380,fixation,fixation,fixation
6.75,910,369,fixation,fixation,fixation
6.76,944,352,saccade,saccade,saccade
6.77,1002,345,saccade,saccade,saccade
6.78,1059,331,saccade,saccade,saccade
6.78,1095,320,saccade,saccade,saccade
6.79,1097,313,saccade,fixation,fixation
6.80,1092,317,fixation,fixation,fixation
6.81,1091,317,fixation,fixation,fixation
6.82,1097,325,fixation,fixation,fixation
6.83,1097,321,fixation,fixation,fixation
6.83,1097,320,fixation,fixation,fixation
6.84,1097,319,fixation,fixation,fixation
6.85,1102,314,fixation,fixation,fixation
6.86,1104,313,fixation,fixation,fixation
6.87,1098,305,fixation,fixation,fixation
6.88,1096,313,fixation,fixation,fixation
6.88,1096,312,fixation,fixation,fixation
6.89,1100,318,fixation,fixation,fixation
6.90,1100,319,fixation,fixation,fixation
6.91,1099,320,fixation,fixation,fixation
6.92,1097,322,fixation,fixation,fixation
6.93,1093,325,fixation,fixation,fixation
6.93,1094,321,fixation,fixation,fixation
6.94,1093,320,fixation,fixation,fixation
6.95,1087,317,fixation,fixation,fixation
6.96,1079,272,saccade,saccade,fixation
6.97,1088,250,saccade,fixation,fixation
6.98,1076,183,saccade,saccade,saccade
6.98,1080,198,saccade,fixation,fixation
6.99,1082,174,fixation,fixation,fixation
7.00,1082,187,fixation,fixation,fixation
7.01,1081,183,fixation,fixation,fixation
7.02,1081,187,fixation,fixation,fixation
7.03,1078,195,fixation,fixation,fixation
7.03,1077,193,fixation,fixation,fixation
7.04,1078,196,fixation,fixation,fixation
7.05,1078,188,fixation,fixation,fixation
7.06,1079,191,fixation,fixation,fixation
7.07,1079,194,fixation,fixation,fixation
7.08,1082,197,fixation,fixation,fixation
7.08,1081,196,fixation,fixation,fixation
7.09,1084,198,fixation,fixation,fixation
7.10,1081,192,fixation,fixation,fixation
7.11,1083,192,fixation,fixation,fixation
7.12,1078,196,fixation,fixation,fixation
7.13,1080,192,fixation,fixation,fixation
7.13,1078,198,fixation,fixation,fixation
7.14,1078,202,fixation,fixation,fixation
7.15,1084,199,fixation,fixation,fixation
7.16,1085,193,fixation,fixation,fixation
7.17,1082,197,fixation,fixation,fixation
7.18,1075,201,fixation,fixation,fixation
7.18,1074,200,fixation,fixation,fixation
7.19,1080,193,fixation,fixation,fixation
7.20,1078,197,fixation,fixation,fixation
7.21,1075,199,fixation,fixation,fixation
7.22,1054,200,saccade,fixation,fixation
7.23,974,189,saccade,saccade,saccade
7.23,935,195,saccade,saccade,saccade
7.24,848,223,saccade,saccade,saccade
7.25,800,233,saccade,saccade,fixation
7.26,780,225,saccade,fixation,fixation
7.27,777,224,saccade,fixation,fixation
7.28,778,235,fixation,fixation,fixation
7.28,779,232,fixation,fixation,fixation
7.29,778,228,fixation,fixation,fixation
7.30,772,234,fixation,fixation,fixation
7.31,772,218,fixation,fixation,fixation
7.32,775,223,fixation,fixation,fixation
7.33,775,231,fixation,fixation,fixation
7.33,777,231,fixation,fixation,fixation
7.34,780,237,fixation,fixation,fixation
7.35,775,241,fixation,fixation,fixation
7.36,773,240,fixation,fixation,fixation
7.37,761,227,fixation,fixation,fixation
7.38,763,223,fixation,fixation,fixation
7.38,767,223,fixation,fixation,fixation
7.39,775,216,fixation,fixation,fixation
7.40,773,220,fixation,fixation,fixation
7.41,770,229,fixation,fixation,fixation
7.42,771,230,fixation,fixation,fixation
7.43,773,224,fixation,fixation,fixation
7.43,777,228,fixation,fixation,fixation
7.44,772,237,fixation,fixation,fixation
7.45,765,234,fixation,fixation,fixation
7.46,766,235,fixation,fixation,fixation
7.47,767,244,fixation,fixation,fixation
7.48,769,283,saccade,saccade,fixation
7.48,691,314,saccade,saccade,saccade
7.50,672,243,saccade,saccade,saccade
7.52,857,325,outlier,saccade,saccade
7.53,724,424,saccade,saccade,saccade
7.53,776,398,saccade,saccade,saccade
7.54,760,403,fixation,fixation,saccade
7.55,799,354,fixation,saccade,saccade
7.56,783,370,fixation,fixation,fixation
7.57,751,408,fixation,saccade,fixation
7.58,786,365,fixation,saccade,fixation
7.58,792,362,fixation,fixation,fixation
7.59,755,401,fixation,saccade,fixation
7.60,789,376,fixation,saccade,fixation
7.61,789,380,fixation,fixation,fixation
7.62,796,355,fixation,fixation,fixation
7.63,797,367,fixation,fixation,fixation
7.63,797,366,fixation,fixation,fixation
7.64,792,376,fixation,fixation,fixation
7.65,793,370,fixation,fixation,fixation
7.66,790,373,fixation,fixation,fixation
7.67,789,372,fixation,fixation,fixation
7.68,792,374,fixation,fixation,fixation
7.68,793,374,fixation,fixation,fixation
7.69,790,372,fixation,fixation,fixation
7.70,790,360,fixation,fixation,fixation
7.71,791,359,fixation,fixation,fixation
7.72,795,362,fixation,fixation,fixation
7.73,791,375,fixation,fixation,fixation
7.73,790,377,fixation,fixation,fixation
7.74,789,375,fixation,fixation,fixation
7.75,792,354,fixation,fixation,fixation
7.76,749,393,fixation,saccade,fixation
7.77,785,356,fixation,saccade,fixation
7.78,783,357,fixation,fixation,fixation
7.78,746,389,fixation,saccade,fixation
7.79,787,338,saccade,saccade,fixation
7.80,789,332,saccade,fixation,fixation
7.81,751,393,outlier,saccade,fixation
7.82,818,353,saccade,saccade,fixation
7.83,867,376,saccade,saccade,saccade
7.83,829,427,saccade,saccade,fixation
7.84,888,389,saccade,saccade,fixation
7.85,880,391,fixation,fixation,fixation
7.86,830,421,fixation,saccade,fixation
7.87,884,390,fixation,saccade,fixation
7.88,889,399,fixation,fixation,fixation
7.88,885,400,fixation,fixation,fixation
7.89,884,402,fixation,fixation,fixation
7.90,874,386,fixation,fixation,fixation
7.91,873,385,fixation,fixation,fixation
7.92,876,379,fixation,fixation,fixation
7.93,881,404,fixation,fixation,fixation
7.93,884,405,fixation,fixation,fixation
7.94,885,397,fixation,fixation,fixation
7.95,886,399,fixation,fixation,fixation
7.96,884,395,fixation,fixation,fixation
7.97,883,395,fixation,fixation,fixation
7.98,882,394,fixation,fixation,fixation
7.98,841,426,fixation,saccade,fixation
7.99,882,390,fixation,saccade,fixation
8.00,882,382,fixation,fixation,fixation
8.01,881,384,fixation,fixation,fixation
8.02,879,387,fixation,fixation,fixation
8.03,882,388,fixation,fixation,fixation
8.03,835,423,fixation,saccade,fixation
8.04,880,389,fixation,saccade,fixation
8.05,876,388,fixation,fixation,fixation
8.06,827,419,fixation,saccade,fixation
8.07,843,349,saccade,saccade,saccade
8.08,753,287,saccade,saccade,fixation
8.08,748,297,saccade,fixation,fixation
8.09,742,303,fixation,fixation,fixation
8.10,746,296,fixation,fixation,fixation
8.11,747,295,fixation,fixation,fixation
8.12,789,260,fixation,saccade,fixation
8.13,746,298,fixation,saccade,fixation
8.13,745,296,fixation,fixation,fixation
8.14,781,254,fixation,saccade,fixation
8.15,751,286,fixation,saccade,fixation
8.16,751,284,fixation,fixation,fixation
8.17,745,286,fixation,fixation,fixation
8.18,745,296,fixation,fixation,fixation
8.20,748,289,fixation,fixation,fixation
8.21,748,285,fixation,fixation,fixation
8.22,748,286,fixation,fixation,fixation
8.23,752,288,fixation,fixation,fixation
8.23,755,295,fixation,fixation,fixation
8.24,751,295,fixation,fixation,fixation
8.25,752,287,fixation,fixation,fixation
8.26,750,286,fixation,fixation,fixation
8.27,757,296,fixation,fixation,fixation
8.28,749,303,fixation,fixation,fixation
8.28,751,307,fixation,fixation,fixation
8.29,740,290,fixation,fixation,fixation
8.30,749,288,fixation,fixation,fixation
8.31,728,332,saccade,saccade,fixation
8.32,809,330,saccade,saccade,fixation
8.33,819,337,saccade,fixation,fixation
8.33,805,384,outlier,saccade,saccade
8.34,838,326,saccade,saccade,fixation
8.35,838,320,saccade,fixation,fixation
8.36,803,377,fixation,saccade,fixation
8.37,839,330,fixation,saccade,fixation
8.38,846,317,fixation,fixation,fixation
8.38,844,333,fixation,fixation,fixation
8.39,838,340,fixation,fixation,fixation
8.40,837,346,fixation,fixation,fixation
8.41,840,347,fixation,fixation,fixation
8.42,842,347,fixation,fixation,fixation
8.43,840,331,fixation,fixation,fixation
8.43,842,337,fixation,fixation,fixation
8.44,840,334,fixation,fixation,fixation
8.45,839,342,fixation,fixation,fixation
8.48,838,333,fixation,fixation,fixation
8.48,840,334,fixation,fixation,fixation
8.49,839,333,fixation,fixation,fixation
8.50,844,328,fixation,fixation,fixation
8.51,842,331,fixation,fixation,fixation
8.52,835,334,fixation,fixation,fixation
8.53,830,339,fixation,fixation,fixation
8.53,833,335,fixation,fixation,fixation
8.54,832,336,fixation,fixation,fixation
8.55,834,338,fixation,fixation,fixation
8.56,833,341,fixation,fixation,fixation
8.57,832,338,fixation,fixation,fixation
8.58,831,338,fixation,fixation,fixation
8.58,831,340,fixation,fixation,fixation
8.59,837,352,fixation,fixation,fixation
8.60,836,338,fixation,fixation,fixation
8.61,837,338,fixation,fixation,fixation
8.62,834,344,fixation,fixation,fixation
8.63,838,340,fixation,fixation,fixation
8.63,840,339,fixation,fixation,fixation
8.64,849,349,fixation,fixation,fixation
8.65,863,360,saccade,fixation,fixation
8.66,877,375,saccade,fixation,fixation
8.67,885,385,saccade,fixation,fixation
8.68,875,398,saccade,fixation,saccade
8.68,834,417,fixation,saccade,fixation
8.69,876,401,fixation,saccade,fixation
8.70,880,388,fixation,fixation,fixation
8.71,875,397,fixation,fixation,fixation
8.72,865,385,fixation,fixation,fixation
8.73,873,376,fixation,fixation,fixation
8.73,874,376,fixation,fixation,fixation
8.74,879,377,fixation,fixation,fixation
8.75,869,383,fixation,fixation,fixation
8.76,869,388,fixation,fixation,fixation
8.77,872,395,fixation,fixation,fixation
8.78,876,399,fixation,fixation,fixation
8.78,877,397,fixation,fixation,fixation
8.79,880,407,fixation,fixation,fixation
8.80,874,372,fixation,saccade,fixation
8.81,843,398,fixation,saccade,fixation
8.82,881,385,fixation,saccade,fixation
8.83,881,386,fixation,fixation,fixation
8.83,880,385,fixation,fixation,fixation
8.84,876,395,fixation,fixation,fixation
8.85,877,392,fixation,fixation,fixation
8.86,879,396,fixation,fixation,fixation
8.87,878,398,fixation,fixation,fixation
8.88,877,401,fixation,fixation,fixation
8.88,881,388,fixation,fixation,fixation
8.89,872,391,fixation,fixation,fixation
8.90,871,394,fixation,fixation,fixation
8.91,873,386,fixation,fixation,fixation
8.92,872,404,fixation,fixation,fixation
8.93,879,388,fixation,fixation,fixation
8.93,881,386,fixation,fixation,fixation
8.94,896,385,fixation,fixation,fixation
8.95,913,398,saccade,fixation,saccade
8.96,943,390,saccade,fixation,fixation
8.97,954,390,saccade,fixation,fixation
8.98,951,390,fixation,fixation,fixation
8.98,952,393,fixation,fixation,fixation
8.99,953,394,fixation,fixation,fixation
9.00,951,393,fixation,fixation,fixation
9.01,954,376,fixation,fixation,fixation
9.02,952,374,fixation,fixation,fixation
9.03,953,388,fixation,fixation,fixation
9.03,949,394,fixation,fixation,fixation
9.04,957,387,fixation,fixation,fixation
9.05,960,383,fixation,fixation,fixation
9.06,960,382,fixation,fixation,fixation
9.07,957,378,fixation,fixation,fixation
9.08,950,384,fixation,fixation,fixation
9.08,951,383,fixation,fixation,fixation
9.09,950,384,fixation,fixation,fixation
9.10,951,388,fixation,fixation,fixation
9.11,945,391,fixation,fixation,fixation
9.12,947,392,fixation,fixation,fixation
9.13,947,389,fixation,fixation,fixation
9.13,949,391,fixation,fixation,fixation
9.14,949,377,fixation,fixation,fixation
9.15,945,375,fixation,fixation,fixation
9.16,948,376,fixation,fixation,fixation
9.17,946,388,fixation,fixation,fixation
9.18,943,384,fixation,fixation,fixation
9.18,944,381,fixation,fixation,fixation
9.19,955,372,fixation,fixation,fixation
9.20,957,378,fixation,fixation,fixation
9.21,957,371,fixation,fixation,fixation
9.22,946,390,fixation,fixation,fixation
9.23,942,390,fixation,fixation,fixation
9.23,942,387,fixation,fixation,fixation
9.24,952,371,fixation,fixation,fixation
9.25,947,377,fixation,fixation,fixation
9.26,950,370,fixation,fixation,fixation
9.27,943,366,fixation,fixation,fixation
9.28,945,370,fixation,fixation,fixation
9.28,946,368,fixation,fixation,fixation
9.29,952,380,fixation,fixation,fixation
9.30,945,393,fixation,fixation,fixation
9.31,948,394,fixation,fixation,fixation
9.32,947,391,fixation,fixation,fixation
9.33,951,380,fixation,fixation,fixation
9.33,950,380,fixation,fixation,fixation
9.34,948,383,fixation,fixation,fixation
9.35,947,384,fixation,fixation,fixation
9.36,947,387,fixation,fixation,fixation
9.37,948,386,fixation,fixation,fixation
9.38,949,387,fixation,fixation,fixation
9.38,948,392,fixation,fixation,fixation
9.39,945,395,fixation,fixation,fixation
9.40,943,382,fixation,fixation,fixation
9.41,940,389,fixation,fixation,fixation
9.42,943,374,fixation,fixation,fixation
9.43,950,374,fixation,fixation,fixation
9.43,951,370,fixation,fixation,fixation
9.44,947,377,fixation,fixation,fixation
9.45,941,385,fixation,fixation,fixation
9.46,942,385,fixation,fixation,fixation
9.47,944,388,fixation,fixation,fixation
9.48,948,379,fixation,fixation,fixation
9.48,947,381,fixation,fixation,fixation
9.49,943,382,fixation,fixation,fixation
9.50,942,392,fixation,fixation,fixation
9.51,941,394,fixation,fixation,fixation
9.52,939,389,fixation,fixation,fixation
9.53,938,388,fixation,fixation,fixation
9.53,938,383,fixation,fixation,fixation
9.54,941,389,fixation,fixation,fixation
9.55,941,387,fixation,fixation,fixation
9.56,941,392,fixation,fixation,fixation
9.57,941,387,fixation,fixation,fixation
9.58,943,378,fixation,fixation,fixation
9.58,942,380,fixation,fixation,fixation
9.59,938,395,fixation,fixation,fixation
9.60,942,386,fixation,fixation,fixation
9.61,901,412,fixation,saccade,fixation
9.62,944,389,fixation,saccade,fixation
9.63,944,390,fixation,fixation,fixation
9.63,942,394,fixation,fixation,fixation
9.64,944,393,fixation,fixation,fixation
9.65,945,389,fixation,fixation,fixation
9.66,947,387,fixation,fixation,fixation
9.77,913,392,fixation,fixation,fixation
9.78,927,419,saccade,fixation,fixation
9.78,946,397,saccade,fixation,fixation
9.79,943,383,saccade,fixation,fixation
9.80,941,366,saccade,fixation,fixation
9.81,938,371,fixation,fixation,fixation
9.82,931,381,fixation,fixation,fixation
9.83,931,384,fixation,fixation,fixation
9.83,934,383,fixation,fixation,fixation
9.84,938,383,fixation,fixation,fixation
9.85,934,367,fixation,fixation,fixation
9.86,933,379,fixation,fixation,fixation
9.87,931,382,fixation,fixation,fixation
9.88,940,385,fixation,fixation,fixation
9.88,939,380,fixation,fixation,fixation
9.89,935,369,fixation,fixation,fixation
9.90,938,364,fixation,fixation,fixation
9.91,938,363,fixation,fixation,fixation
9.92,943,370,fixation,fixation,fixation
9.93,937,377,fixation,fixation,fixation
9.93,937,381,fixation,fixation,fixation
9.94,939,364,fixation,fixation,fixation
9.95,941,364,fixation,fixation,fixation
9.96,933,373,fixation,fixation,fixation
9.97,932,371,fixation,fixation,fixation
9.98,933,373,fixation,fixation,fixation
9.98,933,374,fixation,fixation,fixation
9.99,933,376,fixation,fixation,fixation
10.00,931,376,fixation,fixation,fixation
10.01,929,365,fixation,fixation,fixation
10.02,933,382,fixation,fixation,fixation
10.03,936,372,fixation,fixation,fixation
10.03,939,369,fixation,fixation,fixation
10.04,928,346,fixation,fixation,fixation
10.05,927,366,fixation,fixation,fixation
10.06,927,363,fixation,fixation,fixation
10.07,934,377,saccade,fixation,fixation
10.08,934,379,fixation,fixation,fixation
10.08,934,375,fixation,fixation,fixation
10.09,929,364,fixation,fixation,fixation
10.10,930,359,fixation,fixation,fixation
10.11,930,355,fixation,fixation,fixation
10.12,940,360,fixation,fixation,fixation
10.13,934,376,fixation,fixation,fixation
10.13,972,344,fixation,saccade,fixation
10.14,932,373,fixation,saccade,fixation
10.15,932,359,fixation,fixation,fixation
10.16,930,370,fixation,fixation,fixation
10.17,932,364,fixation,fixation,fixation
10.18,932,371,fixation,fixation,fixation
10.18,935,366,fixation,fixation,fixation
10.19,935,364,fixation,fixation,fixation
10.20,935,367,fixation,fixation,fixation
10.21,935,364,fixation,fixation,fixation
10.22,932,376,fixation,fixation,fixation
10.23,930,378,fixation,fixation,fixation
10.23,929,379,fixation,fixation,fixation
10.26,928,377,fixation,fixation,fixation
10.27,932,369,fixation,fixation,fixation
10.28,929,377,fixation,fixation,fixation
10.28,929,375,fixation,fixation,fixation
10.29,934,370,fixation,fixation,fixation
10.30,932,368,fixation,fixation,fixation
10.31,927,368,fixation,fixation,fixation
10.32,924,374,fixation,fixation,fixation
10.33,925,371,fixation,fixation,fixation
10.33,925,373,fixation,fixation,fixation
10.34,926,371,fixation,fixation,fixation
10.35,924,374,fixation,fixation,fixation
10.36,925,369,fixation,fixation,fixation
10.37,924,372,fixation,fixation,fixation
10.38,926,367,fixation,fixation,fixation
